Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
"Central institute of Technology Kokrajar, Assam","Instrumentation Engineering (4 Years, Bachelor of Technology)",OBC,Male,211098,211098
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,101054,101054
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,203665,203665
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,126488,133960
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,166954,216329
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,148034,173263
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,226492,265481
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,259214,259214
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,231491,290414
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,243578,243578
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,248183,288484
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,247847,247847
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,350881,383243
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,58815,62210
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,44191,44191
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,88962,89976
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,71829,85808
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,168597,187572
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,253287,253287
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,73104,73104
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,97950,97950
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Male,313437,313437
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,86445,99423
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,75656,75656
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,106695,134128
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,101340,115865
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,103638,103638
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,193421,201527
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,343096,385407
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",GEN,Male,103865,104142
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",EWS,Male,122609,122609
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OBC,Male,107292,117040
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",GEN,Male,62306,62748
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",EWS,Male,93192,93192
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",OBC,Male,84285,84285
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",SC,Male,188119,188119
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",ST,Male,297218,297218
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,125611,165130
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,146180,146180
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,189909,225021
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,167113,228142
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,252470,278781
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,445667,551684
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,118215,134591
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)",EWS,Male,159741,215273
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,139709,160360
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)",SC,Male,230999,275902
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,212631,267440
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,195306,202280
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,267175,267175
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,134879,182180
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,294938,320367
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,205903,240327
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,303394,312238
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,488204,488204
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",GEN,Male,74706,327728
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",EWS,Male,490253,490253
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",OBC,Male,477416,770522
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",SC,Male,395262,403832
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",GEN,Male,330266,389473
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",SC,Male,412097,418313
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,242075,350953
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,244165,301647
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,248478,261959
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,171943,234695
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,351535,379242
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,301803,330113
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,274199,322865
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,437129,437129
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)",GEN,Male,226588,271809
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)",EWS,Male,273648,294428
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)",OBC,Male,277378,347725
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)",SC,Male,273752,302494
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)",ST,Male,390395,506762
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,62459,66488
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,70717,88603
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,76789,83218
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,181300,181300
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,78159,97228
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,102811,105930
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,99361,114042
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,215254,223648
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,289019,289019
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)",GEN,Male,218949,276742
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)",EWS,Male,320148,776415
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)",OBC,Male,306498,886296
"National Institute of Food Technology Entrepreneurship and Management, Sonepat, Haryana","Food Technology and Management (4 Years, Bachelor of Technology)",SC,Male,348169,442425
